Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
29,Male,PhD,Single,92515.57475123457,663.0,31030.0,Home,Unemployed,12,Fair,0.383985345433954,,1.0,Darlenehaven,CA,Panama,2.0,0,Low
38,Male,PhD,Divorced,,730.0,5209.0,Personal,Employed,15,Fair,0.4469233866059633,,2.0,Port Brittany,WI,Canada,1.0,1,Low
66,Female,Associate's,Single,83820.1096433122,687.0,7908.0,Personal,Unemployed,12,Fair,0.1689996934308512,33810.0,1.0,Port David,WA,Mayotte,3.0,2,Low
43,Male,PhD,Married,122046.87979235806,834.0,,Home,Self-employed,14,Fair,0.1934127158664134,155884.0,4.0,New Yvonne,AS,Taiwan,2.0,0,Low
33,Male,PhD,Married,145691.47681573447,835.0,31359.0,Home,Self-employed,5,Excellent,0.2285691526903416,142354.0,,North Brianbury,OK,Mexico,4.0,1,Low
43,Male,PhD,Divorced,32848.35028356483,,49939.0,Home,Unemployed,1,Excellent,0.4154774275052979,169702.0,0.0,South Jeffreyshire,MI,Tanzania,0.0,2,Low
28,Non-binary,Master's,Divorced,131823.2087810811,713.0,34763.0,Business,Employed,8,Excellent,0.3886654611622202,216062.0,0.0,West Deanna,TN,India,3.0,2,Low
67,Male,Master's,Widowed,77360.04241375074,695.0,16704.0,Auto,Self-employed,0,Good,0.3343446208767886,40643.0,0.0,Kimberlychester,TX,Tajikistan,4.0,2,Low
27,Non-binary,PhD,Married,148332.68768563968,807.0,39216.0,Business,Employed,7,Excellent,0.1020129918033685,158498.0,,Torresbury,FL,South Georgia and the South Sandwich Islands,2.0,1,Low
28,Male,Master's,Single,124941.569718914,753.0,20928.0,Business,Unemployed,5,Good,0.3238498114865585,257028.0,2.0,Josephstad,MP,Georgia,4.0,2,Low
27,Male,Associate's,Single,102382.64330043581,787.0,14800.0,Personal,Self-employed,8,Good,0.5387122455816609,289092.0,0.0,South Susanfurt,KY,Congo,1.0,1,Low
34,Non-binary,Associate's,Married,102842.84830313474,777.0,39572.0,Business,Employed,18,Excellent,0.43397527425466,130451.0,3.0,South Audrey,MP,Saint Lucia,4.0,0,Low
53,Male,PhD,Married,36840.979022197935,770.0,,Home,Employed,6,Fair,0.1120032811039175,189327.0,4.0,Jamesborough,OH,Iran,0.0,0,Low
38,Female,Associate's,Divorced,124996.21400926156,698.0,17158.0,Personal,Self-employed,8,Excellent,0.1238895680975468,162247.0,4.0,Diazview,GU,Yemen,2.0,1,Low
52,Male,Master's,Widowed,117193.116405709,,28542.0,Personal,Self-employed,8,Excellent,0.2812390082029451,121092.0,3.0,South Priscillaland,NH,France,2.0,0,Low
66,Non-binary,PhD,Divorced,,732.0,5387.0,Business,Self-employed,13,Good,0.1390440294635619,,1.0,Maryburgh,AR,Mauritius,1.0,1,Low
18,Non-binary,PhD,Widowed,88716.39367719661,779.0,44400.0,Personal,Self-employed,14,Excellent,0.2481041989232198,127985.0,4.0,Dustinbury,CT,Malawi,,0,Low
53,Female,PhD,Divorced,111711.49719255863,765.0,17468.0,Home,Self-employed,6,Excellent,0.5759772163134455,199129.0,0.0,West Daniel,NE,Japan,4.0,1,Low
39,Non-binary,Associate's,Widowed,111916.91711991628,724.0,30101.0,Auto,Employed,17,Excellent,0.4419036818174605,200996.0,1.0,North Emily,KS,France,,2,Low
41,Female,Associate's,Married,112101.97462479031,700.0,27422.0,Home,Self-employed,9,Excellent,0.4862734112560449,205004.0,1.0,Loweryland,VT,Tonga,4.0,0,Low
62,Male,PhD,Divorced,111495.38161189025,637.0,7297.0,Business,Self-employed,4,Excellent,0.450293387458166,232491.0,3.0,West Melanieton,MH,Taiwan,0.0,0,Low
32,Female,Master's,Married,104724.25486311447,634.0,47644.0,Home,Unemployed,1,Good,0.112276192453256,271432.0,3.0,East Veronica,KY,Tajikistan,4.0,0,Low
58,Non-binary,PhD,Widowed,79878.40545907334,700.0,12202.0,Home,Employed,12,Good,0.1792174240328648,186472.0,,South Lancehaven,FM,Sri Lanka,0.0,2,Low
30,Non-binary,PhD,Married,79225.2104954541,792.0,7413.0,Personal,Employed,5,Excellent,0.4948017785149837,29295.0,4.0,Walkerborough,WA,Tunisia,0.0,2,Low
69,Male,PhD,Widowed,,810.0,8974.0,Business,Employed,1,Excellent,0.1883383707669287,,,North Ronald,KS,Cuba,2.0,1,Low
43,Female,PhD,Married,126813.61771747199,,30993.0,Auto,Unemployed,17,Good,0.4911054738566092,181828.0,,Alvarezfurt,MS,Norway,4.0,1,Low
54,Female,PhD,Divorced,,690.0,22439.0,Home,Employed,12,Excellent,0.4508819458574961,136141.0,2.0,North Vickieborough,WV,Sudan,2.0,2,Low
67,Male,PhD,Single,,702.0,20203.0,Auto,Employed,1,Fair,0.2945900055223074,182768.0,0.0,Lake Juliechester,MT,China,0.0,1,Low
32,Female,Associate's,Widowed,162973.3484890886,685.0,13116.0,Home,Self-employed,7,Good,0.1207131989379209,267284.0,3.0,Savannahfurt,NC,Mauritius,0.0,1,Low
20,Female,Associate's,Married,50482.67528187592,649.0,30866.0,Auto,Employed,11,Excellent,0.3001605546071649,294593.0,0.0,Port Kentberg,CO,Brunei Darussalam,2.0,1,Low
47,Female,Master's,Married,134913.50775793468,767.0,12939.0,Personal,Unemployed,2,Excellent,0.1435154937934451,258171.0,,Port Kimberlyside,DC,Zambia,1.0,1,Low
61,Male,PhD,Widowed,39357.38785586318,795.0,21161.0,Personal,Employed,18,Fair,0.3239390581855962,135490.0,1.0,East Timothy,CO,Zimbabwe,,0,Low
59,Female,Master's,Divorced,139996.38053786271,779.0,,Business,Employed,8,Good,0.5505140990037956,,1.0,Annborough,AK,San Marino,,1,Low
29,Female,Master's,Married,76736.20514337075,679.0,19414.0,Home,Employed,3,Fair,0.2103655356546122,71979.0,,Crossland,AS,Costa Rica,1.0,1,Low
28,Male,Master's,Single,107400.4142958229,714.0,44332.0,Business,Employed,16,Good,0.4570093904595059,88597.0,0.0,Julieborough,FM,United States of America,2.0,2,Low
49,Non-binary,PhD,Married,34590.530573244025,717.0,,Auto,Self-employed,5,Excellent,0.5619082917158309,131303.0,2.0,East Seanmouth,ND,Pakistan,1.0,2,Low
36,Female,PhD,Widowed,70005.06866700808,791.0,8458.0,Auto,Employed,11,Good,0.2405132523018553,62171.0,1.0,Simsfurt,WI,Falkland Islands (Malvinas),3.0,1,Low
40,Non-binary,Master's,Widowed,66858.61378173096,657.0,25909.0,Home,Unemployed,10,Excellent,0.2260109873620839,119245.0,1.0,Stephanieland,AZ,Hong Kong,,2,Low
45,Female,Associate's,Divorced,,830.0,43226.0,Business,Unemployed,4,Excellent,0.5065758958960225,251522.0,0.0,New Angelabury,VT,Faroe Islands,2.0,0,Low
64,Male,PhD,Married,120175.74824496156,824.0,23013.0,Auto,Employed,8,Excellent,0.2118590210701093,171215.0,2.0,North Christinestad,SD,Greenland,,1,Low
56,Non-binary,Associate's,Divorced,47673.0551346332,760.0,26718.0,Business,Unemployed,17,Excellent,0.1792159037823923,34116.0,4.0,Henrystad,PR,Libyan Arab Jamahiriya,4.0,0,Low
58,Male,Master's,Widowed,30507.78351611839,722.0,40312.0,Business,Employed,15,Good,0.598183539523639,,3.0,Velezfurt,OK,Heard Island and McDonald Islands,1.0,2,Low
66,Male,PhD,Married,131639.23351124005,761.0,23612.0,Business,Self-employed,12,Excellent,0.3112332781503921,188023.0,0.0,Susanland,AR,Jersey,,2,Low
68,Non-binary,Associate's,Widowed,137559.16949270433,780.0,39626.0,Business,Employed,13,Good,0.3020662013588515,147103.0,1.0,South Aprilbury,TX,Equatorial Guinea,2.0,2,Low
21,Female,PhD,Married,41976.979165141325,787.0,40762.0,Home,Unemployed,4,Fair,0.343952590286385,233376.0,,Aaronstad,NJ,Slovenia,2.0,0,Low
50,Female,Master's,Divorced,48729.20899246939,766.0,16412.0,Business,Self-employed,0,Good,0.3055125955200629,201283.0,,Wardhaven,ND,Tuvalu,2.0,1,Low
44,Non-binary,PhD,Widowed,,838.0,36521.0,Personal,Self-employed,2,Good,0.4186257253958168,122318.0,2.0,East Martin,IL,Algeria,2.0,0,Low
66,Non-binary,Master's,Divorced,30219.242633291648,656.0,14131.0,Personal,Self-employed,17,Excellent,0.4952086849973851,272640.0,2.0,Karenborough,AL,Niger,2.0,0,Low
45,Non-binary,PhD,Divorced,49422.01779735894,643.0,29082.0,Personal,Employed,1,Excellent,0.156127673933398,44527.0,,Meaganton,WA,Iran,4.0,2,Low
20,Male,PhD,Single,,664.0,47450.0,Auto,Employed,1,Excellent,0.5578945747491507,121853.0,2.0,Lake Christina,NY,Belize,,0,Low
65,Male,Master's,Divorced,122952.67250856348,686.0,15995.0,Home,Employed,2,Excellent,0.3335558835277427,77072.0,2.0,Erinchester,NJ,Andorra,1.0,2,Low
59,Male,Associate's,Divorced,41578.17814357144,788.0,12455.0,Home,Employed,9,Fair,0.3037330683816044,166261.0,2.0,Lake Kelsey,AL,Chile,1.0,1,Low
47,Male,Associate's,Divorced,66049.0881521106,657.0,33975.0,Home,Employed,7,Fair,0.257840383251475,190682.0,2.0,Port Randalltown,VA,Korea,2.0,0,Low
39,Female,Master's,Widowed,49366.96909090926,656.0,7961.0,Auto,Self-employed,9,Excellent,0.5914164314844833,181869.0,2.0,South Lisa,ID,Mayotte,4.0,2,Low
26,Female,PhD,Married,91026.29361581973,,10887.0,Personal,Employed,14,Fair,0.4126949068686172,41745.0,2.0,East Richard,MI,Aruba,,2,Low
53,Male,Master's,Married,40275.7612330963,733.0,24731.0,Home,Self-employed,15,Good,0.5880016532985659,294239.0,1.0,Noahfort,AL,Aruba,,0,Low
34,Male,PhD,Widowed,153886.31246273432,723.0,14595.0,Auto,Employed,1,Excellent,0.2272046300202486,,0.0,Joshuastad,AR,France,3.0,1,Low
23,Male,Associate's,Married,98810.09508070468,741.0,11358.0,Business,Employed,7,Excellent,0.5871845353205143,166988.0,3.0,Lake Vincent,PR,Luxembourg,2.0,1,Low
47,Male,PhD,Widowed,,651.0,,Auto,Unemployed,14,Good,0.3218162192984147,208969.0,3.0,South Justinburgh,MO,Austria,3.0,2,Low
25,Non-binary,Master's,Married,43255.578541255425,671.0,33180.0,Personal,Self-employed,6,Good,0.3540356880253991,233379.0,,Nguyenland,TX,Iceland,1.0,1,Low
41,Non-binary,PhD,Widowed,66849.76524841091,706.0,46052.0,Business,Self-employed,8,Excellent,0.1720780552431375,87601.0,1.0,Cunninghammouth,MT,Singapore,,2,Low
66,Male,PhD,Single,164081.7279928927,733.0,12827.0,Auto,Self-employed,19,Excellent,0.2042796649428311,,2.0,Reevesshire,SC,Jersey,3.0,0,Low
66,Female,PhD,Married,120623.88331939829,752.0,36158.0,Personal,Unemployed,16,Good,0.1690307098416801,157492.0,,Nicholastown,MH,Nauru,2.0,0,Low
23,Male,Master's,Married,,724.0,7697.0,Home,Unemployed,7,Excellent,0.127195429444555,,4.0,Johnnyfort,KY,Senegal,3.0,0,Low
57,Non-binary,PhD,Divorced,,720.0,35771.0,Home,Employed,1,Excellent,0.5764169666313783,149782.0,0.0,Leefurt,HI,Cocos (Keeling) Islands,2.0,2,Low
58,Non-binary,Associate's,Divorced,121259.2740839971,793.0,30366.0,Home,Self-employed,9,Fair,0.5762556025695863,119096.0,2.0,Lake Andrewmouth,PR,Algeria,4.0,0,Low
18,Male,PhD,Widowed,109813.59812919387,654.0,5015.0,Business,Self-employed,17,Fair,0.3890696709800946,275773.0,1.0,Amandamouth,KS,Cambodia,1.0,2,Low
61,Female,Master's,Single,33984.42189461946,677.0,31654.0,Auto,Employed,15,Excellent,0.161250745167633,149488.0,0.0,South Jessicafurt,WA,Christmas Island,1.0,2,Low
21,Female,Master's,Single,30472.31346631247,760.0,19309.0,Personal,Unemployed,2,Excellent,0.4641723491286281,229415.0,4.0,West Jennifer,OK,Romania,3.0,2,Low
25,Non-binary,PhD,Divorced,,661.0,20685.0,Personal,Employed,16,Excellent,0.3268816898074128,213838.0,3.0,New Michealhaven,WV,Canada,1.0,0,Low
45,Female,PhD,Widowed,38478.64587404314,,7845.0,Personal,Unemployed,14,Excellent,0.1308646092480457,273937.0,0.0,North Karen,NE,Gabon,3.0,0,Low
27,Male,PhD,Single,148459.04828494976,717.0,36683.0,Auto,Self-employed,2,Fair,0.3826329351968568,191602.0,4.0,Herrerastad,WA,French Guiana,0.0,2,Low
36,Male,PhD,Married,40986.043098280665,771.0,5371.0,Business,Employed,10,Excellent,0.4068469186629599,172202.0,,South Matthewstad,IL,Vietnam,,1,Low
56,Non-binary,PhD,Married,45401.66043367948,664.0,24860.0,Home,Employed,7,Fair,0.5744043630197596,229939.0,3.0,Lake Stephanieborough,OR,Oman,0.0,1,Low
57,Female,Associate's,Divorced,84488.95082071492,797.0,36334.0,Personal,Unemployed,16,Excellent,0.2637248161595017,50529.0,3.0,Walkermouth,PW,Singapore,0.0,2,Low
31,Male,PhD,Divorced,42359.87126927472,756.0,45906.0,Auto,Unemployed,10,Good,0.5687422830938307,107560.0,,Port Elizabethtown,WV,Czech Republic,2.0,0,Low
48,Non-binary,Master's,Single,84831.16103804365,695.0,44872.0,Personal,Employed,13,Fair,0.3935018778310589,95401.0,2.0,Schroedertown,ND,Saint Barthelemy,,0,Low
53,Male,PhD,Widowed,119219.8506155747,787.0,,Personal,Unemployed,16,Excellent,0.4430966257736872,288445.0,,Pattersonfort,VI,Montserrat,,0,Low
37,Non-binary,PhD,Single,88051.78543160373,665.0,17919.0,Auto,Employed,5,Good,0.5208137639095065,219321.0,4.0,Lindsaymouth,OK,Turkey,0.0,1,Low
21,Non-binary,PhD,Married,110471.58047464181,823.0,,Auto,Self-employed,13,Excellent,0.3147617570320319,271803.0,,Donnatown,DC,Ecuador,4.0,1,Low
57,Female,Associate's,Married,,831.0,5082.0,Auto,Self-employed,12,Excellent,0.2674052394179148,136453.0,0.0,Bowenport,LA,Dominica,3.0,2,Low
23,Non-binary,Master's,Divorced,55477.09159250315,773.0,42901.0,Home,Employed,16,Good,0.2776087078254485,78032.0,4.0,Brownfurt,IL,Portugal,3.0,2,Low
47,Male,Master's,Married,164793.784221615,715.0,15044.0,Auto,Self-employed,3,Excellent,0.2901509548948677,283782.0,2.0,Thomaschester,ME,Sierra Leone,2.0,1,Low
48,Male,PhD,Widowed,142947.75386021918,669.0,34164.0,Auto,Unemployed,10,Excellent,0.5997095382265867,22135.0,0.0,South Renee,SC,Kenya,2.0,2,Low
48,Male,PhD,Widowed,,659.0,,Business,Employed,13,Excellent,0.3417811930629855,247734.0,2.0,Carsonmouth,MP,Ireland,0.0,0,Low
24,Female,Master's,Widowed,118463.03181096846,679.0,19631.0,Personal,Self-employed,9,Good,0.2693157477534061,210453.0,,East April,RI,Equatorial Guinea,2.0,0,Low
24,Male,Master's,Married,120946.87231125154,788.0,26118.0,Home,Self-employed,13,Excellent,0.4262680321297106,104282.0,1.0,Vanessaton,HI,Papua New Guinea,2.0,0,Low
49,Female,Associate's,Divorced,70137.01854789705,660.0,29285.0,Home,Self-employed,7,Fair,0.1102097750151497,187903.0,2.0,Wattsview,CT,Moldova,4.0,0,Low
63,Female,Master's,Married,165659.90523038487,657.0,32419.0,Business,Self-employed,10,Fair,0.5782913375614306,86539.0,,Port Heatherport,MA,Sudan,2.0,2,Low
39,Non-binary,PhD,Married,156414.45540531303,697.0,5301.0,Personal,Self-employed,15,Fair,0.510807684767725,157142.0,0.0,Lake Anthony,FM,Bosnia and Herzegovina,,1,Low
54,Female,Master's,Married,92680.48307810057,672.0,11854.0,Business,Unemployed,5,Excellent,0.3515349606334828,76783.0,1.0,Lake Natalie,FM,Poland,4.0,2,Low
39,Non-binary,Associate's,Widowed,,693.0,13763.0,Auto,Employed,10,Good,0.2635911039072569,274678.0,4.0,West Kennethhaven,CA,Afghanistan,2.0,2,Low
39,Female,Master's,Divorced,115220.42123203883,754.0,32838.0,Business,Employed,19,Good,0.4378704920486223,148754.0,4.0,South Whitneyview,NY,Argentina,3.0,1,Low
23,Non-binary,Master's,Single,47962.36334161005,668.0,35058.0,Home,Unemployed,18,Fair,0.4069658430214761,37907.0,2.0,Rhodesmouth,DE,Saint Vincent and the Grenadines,3.0,1,Low
22,Female,PhD,Married,150669.28394001472,782.0,,Business,Unemployed,17,Good,0.1251781280486101,150725.0,3.0,West Jose,RI,Nigeria,1.0,2,Low
59,Female,Associate's,Married,100460.31374710868,728.0,,Home,Self-employed,4,Good,0.5040250595003977,22676.0,0.0,East Michaelton,VT,Timor-Leste,,2,Low
35,Non-binary,PhD,Married,67878.13197306647,807.0,46826.0,Personal,Unemployed,15,Excellent,0.3878460978580336,238379.0,1.0,Port Patrickberg,IL,Italy,1.0,0,Low
46,Non-binary,Associate's,Divorced,113941.02083526,,46613.0,Personal,Unemployed,1,Excellent,0.5346127778131311,104191.0,1.0,Charlesmouth,FM,Kuwait,4.0,0,Low
51,Female,PhD,Widowed,56860.65467265865,742.0,23891.0,Home,Unemployed,0,Fair,0.2012016817633488,112966.0,4.0,Johnton,KY,British Indian Ocean Territory (Chagos Archipelago),2.0,2,Low
35,Female,PhD,Divorced,70510.122309118,,16305.0,Home,Self-employed,18,Excellent,0.1256395337819112,,4.0,North Allison,IA,Pakistan,2.0,0,Low
37,Male,PhD,Divorced,41134.1965008313,,27253.0,Home,Unemployed,3,Fair,0.3686758452109722,292887.0,1.0,Wilcoxhaven,NJ,South Africa,1.0,1,Low
31,Non-binary,Master's,Single,82311.72035126135,641.0,,Auto,Unemployed,7,Good,0.2157092327942809,178124.0,2.0,Nicholasborough,NV,Malaysia,0.0,2,Low
50,Male,Associate's,Single,169666.0582121459,,26341.0,Business,Unemployed,2,Fair,0.3411402962347044,,1.0,Mosesburgh,CA,Jersey,2.0,1,Low
42,Non-binary,PhD,Divorced,42542.46758327521,720.0,6724.0,Auto,Self-employed,16,Fair,0.1066823763357459,217834.0,0.0,Schmidtbury,AL,San Marino,2.0,0,Low
20,Non-binary,PhD,Widowed,133695.06636713608,631.0,5350.0,Personal,Unemployed,4,Excellent,0.5911376325904818,203201.0,1.0,East Matthew,TX,Turkey,0.0,1,Low
49,Non-binary,PhD,Widowed,62028.36200842963,658.0,35534.0,Home,Unemployed,6,Excellent,0.2721322896986858,151975.0,,Port Joel,AR,Peru,,2,Low
63,Non-binary,Associate's,Divorced,36293.61528038925,728.0,49852.0,Personal,Unemployed,12,Fair,0.3745821863992246,173878.0,1.0,Hortonstad,WY,Indonesia,1.0,2,Low
31,Female,Master's,Married,146348.2187425993,760.0,41443.0,Business,Unemployed,15,Good,0.2082056492751627,243582.0,1.0,Greenefurt,OK,Norfolk Island,3.0,1,Low
68,Female,Associate's,Widowed,93317.41971353191,738.0,25293.0,Business,Employed,7,Good,0.1937609990671185,30506.0,2.0,Davemouth,WY,Jersey,1.0,1,Low
68,Male,Master's,Married,60350.82693469759,820.0,7678.0,Auto,Employed,13,Excellent,0.3951871605900442,,4.0,Jenkinsshire,ND,Qatar,0.0,2,Low
52,Male,Master's,Married,,807.0,48791.0,Personal,Unemployed,0,Excellent,0.101661444642086,71804.0,1.0,Port Ericaton,MO,Montenegro,2.0,1,Low
21,Male,PhD,Widowed,107055.75454604099,841.0,47587.0,Home,Employed,17,Excellent,0.2807997246993575,129205.0,3.0,East Charleshaven,KY,Aruba,1.0,2,Low
56,Non-binary,PhD,Divorced,,,26852.0,Business,Employed,16,Good,0.1345281303892424,140920.0,0.0,Kellyberg,VT,Russian Federation,2.0,0,Low
44,Male,Master's,Single,138335.55768995517,803.0,48101.0,Personal,Self-employed,10,Excellent,0.1152347525382624,293530.0,3.0,Frankstad,MN,Wallis and Futuna,2.0,1,Low
39,Male,Master's,Single,114601.14649010178,667.0,49079.0,Personal,Unemployed,5,Good,0.1823915828776199,,4.0,Jessicaborough,AS,Ireland,2.0,2,Low
32,Female,Master's,Single,27503.68389056734,706.0,37477.0,Business,Employed,11,Excellent,0.2592457855083475,114916.0,4.0,Oscarside,UT,Afghanistan,3.0,2,Low
53,Non-binary,Master's,Widowed,29630.468928862814,737.0,24866.0,Auto,Self-employed,12,Good,0.2138486315969799,,1.0,Mcphersonfort,WV,Zimbabwe,0.0,2,Low
49,Female,PhD,Divorced,139390.93936347007,647.0,,Auto,Self-employed,18,Good,0.1948096183499158,238632.0,2.0,South Calebbury,NM,Kyrgyz Republic,2.0,2,Low
59,Male,PhD,Married,107992.36734181014,798.0,23197.0,Auto,Employed,6,Good,0.3092207555884143,,3.0,Lesterburgh,VI,Niger,0.0,0,Low
60,Non-binary,Associate's,Single,30590.573792516694,,41158.0,Personal,Employed,16,Excellent,0.2767335141944584,57096.0,1.0,Russellhaven,NC,Kenya,2.0,2,Low
27,Non-binary,PhD,Divorced,85438.46319562016,,42339.0,Business,Employed,6,Fair,0.2780304323599429,283128.0,1.0,East Tina,MS,Hong Kong,,2,Low
20,Male,PhD,Single,49671.42148892232,686.0,15487.0,Personal,Unemployed,5,Good,0.3392733443627578,,0.0,Port Jamesburgh,NV,Malawi,2.0,0,Low
51,Non-binary,PhD,Married,43782.45093315627,806.0,21601.0,Home,Unemployed,7,Good,0.3070221934378272,72799.0,,North Robert,NV,Guadeloupe,2.0,0,Low
57,Male,PhD,Single,168277.28761571448,692.0,28094.0,Business,Employed,18,Good,0.501227297639842,,3.0,South Scott,ME,Zimbabwe,0.0,0,Low
33,Male,Associate's,Widowed,101295.05931297499,747.0,23883.0,Business,Unemployed,4,Fair,0.4107518398036225,117508.0,1.0,Ashleeshire,DC,New Caledonia,4.0,0,Low
24,Male,Master's,Single,31646.612114658794,775.0,34171.0,Personal,Employed,4,Excellent,0.51597199479586,75887.0,,Rubioport,SC,Qatar,1.0,1,Low
67,Male,Master's,Divorced,55504.91328215223,632.0,15318.0,Business,Employed,13,Fair,0.35057894679975,214246.0,4.0,Shawnview,DC,Georgia,1.0,2,Low
45,Female,PhD,Widowed,142542.03870643128,655.0,25392.0,Home,Unemployed,9,Excellent,0.1860207488470213,186780.0,4.0,Paulside,AZ,Bangladesh,2.0,2,Low
62,Non-binary,PhD,Married,88130.05648507416,685.0,27097.0,Business,Unemployed,12,Excellent,0.5549950483883958,123775.0,0.0,New Alexanderport,KS,Pitcairn Islands,1.0,2,Low
64,Female,PhD,Divorced,107712.11961106335,,11684.0,Auto,Self-employed,8,Good,0.1453900433226182,74713.0,3.0,Port Jessica,DE,Gabon,2.0,1,Low
29,Non-binary,PhD,Widowed,80093.86573363739,736.0,,Auto,Self-employed,7,Fair,0.1341502017634684,69109.0,1.0,East Christinebury,WA,Cape Verde,4.0,0,Low
61,Non-binary,PhD,Single,98488.13154503523,651.0,,Personal,Unemployed,16,Good,0.27522483424765,108502.0,,Lake Brad,LA,Brazil,1.0,0,Low
29,Female,PhD,Married,115878.44091010148,641.0,46735.0,Business,Unemployed,6,Good,0.234113207654328,65712.0,,North Michael,IL,Chile,0.0,0,Low
51,Male,Associate's,Married,150292.68990817605,811.0,45955.0,Auto,Self-employed,8,Fair,0.502590674430631,258221.0,1.0,Wendyland,NE,Kuwait,1.0,1,Low
51,Male,PhD,Married,50407.64756073449,666.0,39884.0,Business,Employed,16,Excellent,0.2445893658367038,68595.0,2.0,New Stephanieville,VT,Sweden,3.0,0,Low
25,Female,PhD,Divorced,38637.05294014261,662.0,10647.0,Business,Unemployed,16,Good,0.5939638424260303,,1.0,New Lesliemouth,KS,Kazakhstan,3.0,2,Low
21,Non-binary,PhD,Single,142809.48133011485,754.0,43381.0,Home,Self-employed,13,Excellent,0.4680845080912335,68461.0,1.0,Ruthland,FM,Saint Lucia,0.0,2,Low
25,Female,PhD,Widowed,,717.0,25392.0,Business,Unemployed,2,Excellent,0.2755950320954994,61857.0,1.0,North Jacobchester,OH,Djibouti,1.0,1,Low
41,Male,PhD,Single,158933.66057828852,768.0,33782.0,Auto,Employed,19,Fair,0.1007273422544397,203813.0,2.0,Lake Joshua,PR,Afghanistan,0.0,2,Low
68,Non-binary,PhD,Single,139462.98435415272,748.0,27727.0,Personal,Unemployed,7,Excellent,0.3704087403980793,233292.0,1.0,South Kristen,CA,Venezuela,2.0,1,Low
37,Non-binary,PhD,Married,123120.1083045002,812.0,37611.0,Personal,Unemployed,2,Good,0.2505026326016741,177110.0,3.0,Rossfurt,AL,Trinidad and Tobago,1.0,1,Low
